owner_org,request_number,year,month,summary_en,summary_fr,disposition,pages,comments_en,comments_fr,umd_number,owner_org_title,reason
iaac-aeic,A-2020-00074,2022,2,"Copy of April 2020 contract appointing Sylvie Matteau, LL.M., ABW, ADR Education Partnership to investigate dossier {(Louise) Guillemette} filed on March 25, 2020. Copy of investigator's Mandate provided to Sylvie Matteau, LL.M., ABW, ADR Education Partnership by the Impact Assessment Agency of Canada. Copies of all records (any documentary material, regardless of medium or form) Created between March 2020 and December 2020 that are or were under the control of President, Vice-President Simon Brault, Sylvain Campeau, Jean-Paul Lalonde, activities associated with the (dossier {Guillemette}) investigation, i.e.: directions, guidance. Instructions, inquiries, briefing note, etc. Copies of communications about (dossier {Guillemette}) (from, to, cc, Bcc, forwarded) between the Impact Assessment Agency of Canada (including President, Vice-President Simon, Sylvain Campeau, Jean-Paul Lalonde, Elain Mignault, Marie-Josée Daigle) and Sylvie Matteau LL.M, ABW, ADR Education Partnership between March 2020 and December 2020","Copie du contrat d’avril 2020 nommant Sylvie Matteau, LL.M., ABW, ADR Education Partnership pour enquêter sur le dossier {(Louise) Guillemette} déposé le 25 mars 2020. Copie du mandat de l’enquêteur fournie à Sylvie Matteau, LL.M., ABW, ADR Education Partnership par l’Agence d’évaluation d’impact du Canada. Copies de tous les dossiers (tous les éléments d’information, quels que soient le support ou la forme) créés entre mars 2020 et décembre 2020 dont le président, le vice-président Simon Brault, Sylvain Campeau, Jean-Paul Lalonde avaient la responsabilité, activités associées à l’enquête (dossier {Guillemette}), c.-à-d., directions, orientation. Instructions, demandes de renseignements, notes de breffage, etc. Copies des communications à propos du (dossier {Guillemette}) (expéditeurs, destinataires, cc, Bcc, transférés) entre l’Agence d’évaluation d’impact du Canada (y compris le président, le vice-président Simon, Sylvain Campeau, Jean-Paul Lalonde, Elain Mignault, Marie-Josée Daigle) et Sylvie Matteau LL.M, ABW, ADR Education Partnership entre mars 2020 et décembre 2020",DP (Disclosed in part / Communication partielle),522,NA,NA,37,Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada,NA
iaac-aeic,A-2020-00074,2022,2,"Copy of April 2020 contract appointing Sylvie Matteau, LL.M., ABW, ADR Education Partnership to investigate dossier {redacted} filed on March 25, 2020. Copy of investigator's Mandate provided to Sylvie Matteau, LL.M., ABW, ADR Education Partnership by the Impact Assessment Agency of Canada. Copies of all records (any documentary material, regardless of medium or form) Created between March 2020 and December 2020 that are or were under the control of President, Vice-President Simon Brault, Sylvain Campeau, Jean-Paul Lalonde, activities associated with the (dossier {redacted}) investigation, i.e.: directions, guidance. Instructions, inquiries, briefing note, etc. Copies of communications about (dossier {redacted}) (from, to, cc, Bcc, forwarded) between the Impact Assessment Agency of Canada (including President, Vice-President Simon, Sylvain Campeau, Jean-Paul Lalonde, Elain Mignault, Marie-Josée Daigle) and Sylvie Matteau LL.M, ABW, ADR Education Partnership between March 2020 and December 2020","Copie du contrat d’avril 2020 nommant Sylvie Matteau, LL.M., ABW, ADR Education Partnership pour enquêter sur le dossier {caviardé} déposé le 25 mars 2020. Copie du mandat de l’enquêteur fournie à Sylvie Matteau, LL.M., ABW, ADR Education Partnership par l’Agence d’évaluation d’impact du Canada. Copies de tous les dossiers (tous les éléments d’information, quels que soient le support ou la forme) créés entre mars 2020 et décembre 2020 dont le président, le vice-président Simon Brault, Sylvain Campeau, Jean-Paul Lalonde avaient la responsabilité, activités associées à l’enquête (dossier {caviardé}), c.-à-d., directions, orientation. Instructions, demandes de renseignements, notes de breffage, etc. Copies des communications à propos du (dossier {caviardé}) (expéditeurs, destinataires, cc, Bcc, transférés) entre l’Agence d’évaluation d’impact du Canada (y compris le président, le vice-président Simon, Sylvain Campeau, Jean-Paul Lalonde, Elain Mignault, Marie-Josée Daigle) et Sylvie Matteau LL.M, ABW, ADR Education Partnership entre mars 2020 et décembre 2020",DP (Disclosed in part / Communication partielle),522,NA,NA,37,Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada,NA
iaac-aeic,A-2022-00016,2022,8,"1) all records of letter or email correspondence from all Access to Information records that were created under the Access to Information Act, from January 1, 2019 to present whose purpose is:- acknowledge receipt of the request, - clarify the request, - request an extension of time, -respond to the request. 2) From 2021 to today: All documents including emails between the ATIP unit (including the position occupied by Steve Labelle and the position of ATIP Coordinator) and the office of the """"Vice-president, Corporate Services and Chief Financial Officer"""" which discusses the need to have correspondence intended for access seekers signed by the Vice-President. 3) All documents relating to access requests from (Louise Guillemette) that have been shared with the Vice-President's office, this includes emails that talk about Louise Guillemette's Access requests, including emails between employees of the ATIP unit on this matter. 4) Documents relating to the conditions required for the vice-president to interfere in the processing of access requests submitted by (Louise Guillemette). Documents on the precautions to be taken by the ATIP unit in order to protect access to its ATIP file from persons whom the Vice-President has deemed necessary to exclude from the processing of the access request of (Louise Guillemette ).","1) tous les documents de correspondance par lettre ou par courriel de tous les dossiers d'Accès à l'information qui ont été créés en vertu de la Loi sur l'Accès à l'information, du 1 janvier 2019 à aujourd'hui dont l'objet est de: -accuser réception de la demande, -clarifier la demande, -demander une prorogation de délai, -répondre à la demande. 2) De 2021 à aujoud'hui: Tous les documents incluant les courriels entre l'unité d'AIPRP (incluant le poste occupé par Steve Labelle et le poste de Coordonnateur de l'AIPRP) et le bureau du ""Vice-président, Services intégrés et dirigeant principal des finances"" qui parle de la nécessité de faire signer la correspondance destiner aux demandeurs d'accès par le Vice-Président. 3) Tous les documents relatifs aux demandes d'accès provenant de ( Louise Guillemette ) qui ont été partagés avec le bureau du Vice-Président, cela inclu les courriels qui parlent des demande d'Accès de Louise Guillemette, y compris les courriels entre employés de l'unité d'AIPRP à ce sujet. 4) Documents qui portent sur les conditions requises pour que le vice-président s'immisce dans le traitement des demandes d'accès déposées par ( Louise Guillemette ). Documents sur les précautions à prendre par l'unité d'AIPRP afin de protéger l'accès de son dossier d'AIPRP des personnes que le Vice-Président a jugé nécessaire d'écarter du traitement de la demande d'accès de ( Louise Guillemette ).",DP (Disclosed in part / Communication partielle),1242,NA,NA,37,Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada,NA
iaac-aeic,A-2022-00016,2022,8,"1) all records of letter or email correspondence from all Access to Information records that were created under the Access to Information Act, from January 1, 2019 to present whose purpose is:- acknowledge receipt of the request, - clarify the request, - request an extension of time, -respond to the request. 2) From 2021 to today: All documents including emails between the ATIP unit (including the position occupied by Steve Labelle and the position of ATIP Coordinator) and the office of the """"Vice-president, Corporate Services and Chief Financial Officer"""" which discusses the need to have correspondence intended for access seekers signed by the Vice-President. 3) All documents relating to access requests from (redacted ) that have been shared with the Vice-President's office, this includes emails that talk about redacted 's Access requests, including emails between employees of the ATIP unit on this matter. 4) Documents relating to the conditions required for the vice-president to interfere in the processing of access requests submitted by (redacted ). Documents on the precautions to be taken by the ATIP unit in order to protect access to its ATIP file from persons whom the Vice-President has deemed necessary to exclude from the processing of the access request of (redacted ).","1) tous les documents de correspondance par lettre ou par courriel de tous les dossiers d'Accès à l'information qui ont été créés en vertu de la Loi sur l'Accès à l'information, du 1 janvier 2019 à aujourd'hui dont l'objet est de: -accuser réception de la demande, -clarifier la demande, -demander une prorogation de délai, -répondre à la demande. 2) De 2021 à aujoud'hui: Tous les documents incluant les courriels entre l'unité d'AIPRP (incluant le poste occupé par Steve Labelle et le poste de Coordonnateur de l'AIPRP) et le bureau du ""Vice-président, Services intégrés et dirigeant principal des finances"" qui parle de la nécessité de faire signer la correspondance destiner aux demandeurs d'accès par le Vice-Président. 3) Tous les documents relatifs aux demandes d'accès provenant de ( caviardé) qui ont été partagés avec le bureau du Vice-Président, cela inclu les courriels qui parlent des demande d'Accès de caviardé, y compris les courriels entre employés de l'unité d'AIPRP à ce sujet. 4) Documents qui portent sur les conditions requises pour que le vice-président s'immisce dans le traitement des demandes d'accès déposées par ( caviardé ). Documents sur les précautions à prendre par l'unité d'AIPRP afin de protéger l'accès de son dossier d'AIPRP des personnes que le Vice-Président a jugé nécessaire d'écarter du traitement de la demande d'accès de ( caviardé).",DP (Disclosed in part / Communication partielle),1242,NA,NA,37,Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada,NA
irb-cisr,A-2020-00584,2020,11,"Following up our previous Request A-2019-00482, I am writing to submit a new request to the Immigration and Refugee Board for RPD decisions that we omitted from our previous request.","Pour donner suite à notre requête précédente, A-2019-00482, j'écris pour soumettre une nouvelle requête à la Commission de l'immigration et du statut de réfugié du Canada, afin d'obtenir les décisions de la Section de la protection des réfugiés que nous avions omises dans notre requête précédente.",DP (Disclosed in part / Communication partielle),486,NA,NA,67,Immigration and Refugee Board of Canada | Commission de l'immigration et du statut de réfugié du Canada,NA
irb-cisr,A-2020-00584,2020,11,"Following up our previous Request A-2019-00482, I am writing to submit a new request to the Immigration and Refugee Board for RPD decisions that we omitted from our previous request.","Pour donner suite à notre requête précédente, A-2019-00482, j'écris pour soumettre une nouvelle requête à la Commission de l'immigration et du statut de réfugié du Canada, afin d'obtenir les décisions de la Section de la protection des réfugiés que nous avions omises dans notre requête précédente.",DP (Disclosed in part / Communication partielle),510,NA,NA,67,Immigration and Refugee Board of Canada | Commission de l'immigration et du statut de réfugié du Canada,NA
nrc-cnrc,A-2018-17,2022,1,All National Research Council (NRC) reports that were either requested by DRDC or paid for by DRDC for the period 1 January 2017 to 31 October 2018. Exclude bibliographic research.,Tous les rapports du Conseil national de recherches du Canada (CNRC) qui ont été demandés par RDDC ou payés par RDDC pour la période allant du 1er janvier 2017 au 31 octobre 2018. Exclure la recherche bibliographique.,DP (Disclosed in part / Communication partielle),3586,NA,NA,80,National Research Council Canada | Conseil national de recherches Canada,NA
nrc-cnrc,A-2018-17,2022,1,All National Research Council (NRC) reports that were either requested by DRDC or paid for by DRDC for the period 1 January 2017 to 31 October 2018. Exclude bibliographic research.,Tous les rapports du Conseil national de recherches du Canada (CNRC) qui ont été demandés par RDDC ou payés par RDDC pour la période allant du 1er janvier 2017 au 31 octobre 2018. Exclure la recherche bibliographique.,DP (Disclosed in part / Communication partielle),3476,NA,NA,80,National Research Council Canada | Conseil national de recherches Canada,NA
nrc-cnrc,A-2020-44,2021,12,Briefing note BN0006057 Approval and signature of letter to the Minister of Finance requesting the extension of the innovation assistance program under NRC IRAP,Note d'information BN0006057 Approbation et signature de la lettre au Ministre des finances demandant la prolongation du programme d'aide à l'innovation dans le cadre du CNRC IRAP,DP (Disclosed in part / Communication partielle),5,NA,NA,80,National Research Council Canada | Conseil national de recherches Canada,NA
nrc-cnrc,A-2020-44,2021,12,Briefing note BN0006057 Approval and signature of letter to the Minister of Finance requesting the extension of the innovation assistance program under NRC IRAP,Note d'information BN0006057 Approbation et signature de la lettre au Ministre des finances demandant la prolongation du programme d'aide à l'innovation dans le cadre du CNRC IRAP,DP (Disclosed in part / Communication partielle),4,NA,NA,80,National Research Council Canada | Conseil national de recherches Canada,NA
nrc-cnrc,A-2021-60,2022,3,"All records related to the materials, manufacturing process and test results for the specific product described in the May 2018 brochure published by the NRC titled Sentinel Armour NR16-224/2018E-PDF.","Tous les dossiers liés aux matériaux, au processus de fabrication et aux résultats des tests pour le produit spécifique décrit dans la brochure de mai 2018 publiée par le CNRC intitulée Sentinel Armor NR16-224/2018E-PDF.",DP (Disclosed in part / Communication partielle),39,NA,NA,80,National Research Council Canada | Conseil national de recherches Canada,NA
nrc-cnrc,A-2021-60,2022,3,"All records related to the materials, manufacturing process and test results for the specific product described in the May 2018 brochure published by the NRC titled Sentinel Armour NR16-224/2018E-PDF.","Tous les dossiers liés aux matériaux, au processus de fabrication et aux résultats des tests pour le produit spécifique décrit dans la brochure de mai 2018 publiée par le CNRC intitulée Sentinel Armor NR16-224/2018E-PDF.",DP (Disclosed in part / Communication partielle),37,NA,NA,80,National Research Council Canada | Conseil national de recherches Canada,NA
nrc-cnrc,A-2022-10,2022,6,"Provide Statement of Work, and correspondence (director level or higher) related to the contract with Altis Spr Inc (Procurement Identification Number 964427).",Fournir l'énoncé des travaux et la correspondance (niveau directeur ou supérieur) relative au contrat avec Altis Spr Inc (numéro d’identification d’approvisionnement 964427).,DP (Disclosed in part / Communication partielle),41,NA,NA,80,National Research Council Canada | Conseil national de recherches Canada,NA
nrc-cnrc,A-2022-10,2022,6,"Provide Statement of Work, and correspondence (director level or higher) related to the contract with Altis Spr Inc (Procurement Identification Number 964427).",Fournir l'énoncé des travaux et la correspondance (niveau directeur ou supérieur) relative au contrat avec Altis Spr Inc (numéro d’identification d’approvisionnement 964427).,DP (Disclosed in part / Communication partielle),27,NA,NA,80,National Research Council Canada | Conseil national de recherches Canada,NA
nrcan-rncan,A-2019-00273,2022,4,"All submissions and/or comments received by Natural Resources Canada regarding the consultation for ""Amendment 16"" of the Energy Efficiency Regulations during the period December 8, 2018 to January 30, 2019.",Toutes les soumissions ou tous les commentaires reçus par Ressources naturelles Canada concernant la consultation pour la « Modification 16 » du Règlement sur l’efficacité énergétique au cours de la période allant du 8 décembre 2018 au 30 janvier 2019.,DP (Disclosed in part / Communication partielle),8,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2019-00273,2022,4,"All submissions and/or comments received by Natural Resources Canada regarding the consultation for ""Amendment 16"" of the Energy Efficiency Regulations during the period December 8, 2018 to January 30, 2019.",Toutes les soumissions ou tous les commentaires reçus par Ressources naturelles Canada concernant la consultation pour la « Modification 16 » du Règlement sur l’efficacité énergétique au cours de la période allant du 8 décembre 2018 au 30 janvier 2019.,DP (Disclosed in part / Communication partielle),116,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2019-00274,2022,4,"All submissions and/or comments received by Natural Resources Canada regarding the consultation for ""Amendment 13"" of the Energy Efficiency Regulations during the period April 30, 2016 to July 30, 2016.",Toutes les soumissions ou tous les commentaires reçus par Ressources naturelles Canada concernant la consultation pour la « Modification 13 » du Règlement sur l’efficacité énergétique au cours de la période allant du 30 avril 2016 au 30 juillet 2016.,DP (Disclosed in part / Communication partielle),9,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2019-00274,2022,4,"All submissions and/or comments received by Natural Resources Canada regarding the consultation for ""Amendment 13"" of the Energy Efficiency Regulations during the period April 30, 2016 to July 30, 2016.",Toutes les soumissions ou tous les commentaires reçus par Ressources naturelles Canada concernant la consultation pour la « Modification 13 » du Règlement sur l’efficacité énergétique au cours de la période allant du 30 avril 2016 au 30 juillet 2016.,DP (Disclosed in part / Communication partielle),91,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2019-00323,2022,4,"Provide all records pertaining to the government contract with the reference number ""C-2019-2020-Q2-00393"", procurement number ""3000696225"" and with the vendor name ""Pembina Institute for Appropriate Development"".","Fournir tous les documents concernant le contrat du gouvernement ayant le numéro de référence « C-2019-2020-Q2-00393 », le numéro d’approvisionnement « 3000696225 » et le nom du vendeur « Institut Pembina pour le développement approprié ».",DP (Disclosed in part / Communication partielle),21,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2019-00323,2022,4,"Provide all records pertaining to the government contract with the reference number ""C-2019-2020-Q2-00393"", procurement number ""3000696225"" and with the vendor name ""Pembina Institute for Appropriate Development"".","Fournir tous les documents concernant le contrat du gouvernement ayant le numéro de référence « C-2019-2020-Q2-00393 », le numéro d’approvisionnement « 3000696225 » et le nom du vendeur « Institut Pembina pour le développement approprié ».",DP (Disclosed in part / Communication partielle),165,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2019-00324,2022,4,"Provide all records pertaining to the government contract with the reference number ""C-2015-2016-Q2-00210"", procurement number ""3000586893"" and with the vendor name ""Pembina Institute for Appropriate Development"".","Fournir tous les documents concernant le contrat du gouvernement ayant le numéro de référence « C-2015-2016-Q2-00210 », le numéro d’approvisionnement « 3000586893 » et le nom du vendeur « Institut Pembina pour le développement approprié ».",DP (Disclosed in part / Communication partielle),0,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2019-00324,2022,4,"Provide all records pertaining to the government contract with the reference number ""C-2015-2016-Q2-00210"", procurement number ""3000586893"" and with the vendor name ""Pembina Institute for Appropriate Development"".","Fournir tous les documents concernant le contrat du gouvernement ayant le numéro de référence « C-2015-2016-Q2-00210 », le numéro d’approvisionnement « 3000586893 » et le nom du vendeur « Institut Pembina pour le développement approprié ».",DP (Disclosed in part / Communication partielle),99,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00059,2022,4,Docket 185325: Meeting with the National Research Council of Canada.,Dossier 185325: Réunion avec le Conseil national de la recherche du Canada.,DP (Disclosed in part / Communication partielle),0,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00059,2022,4,Docket 185325: Meeting with the National Research Council of Canada.,Dossier 185325: Réunion avec le Conseil national de la recherche du Canada.,DP (Disclosed in part / Communication partielle),8,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00095,2022,4,"Docket 186434: Meeting with Stephen Rhodes (Ontario DM of Energy, Northern Development, and Mines) and Ken Hartwick (CEO of Ontario Power Generation). Provide all presentations, documentation shared with Ministry during the briefing and report backs.","Dossier 186434: Rencontre avec Stephen Rhodes (sous-ministre de l'Énergie, du Développement du Nord et des Mines de l'Ontario) et Ken Hartwick (directeur général de l'Ontario Power Generation). Fournir toutes les présentations, la documentation partagée avec le Ministère pendant la séance d’information et les rapports.",DP (Disclosed in part / Communication partielle),0,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00095,2022,4,"Docket 186434: Meeting with Stephen Rhodes (Ontario DM of Energy, Northern Development, and Mines) and Ken Hartwick (CEO of Ontario Power Generation). Provide all presentations, documentation shared with Ministry during the briefing and report backs.","Dossier 186434: Rencontre avec Stephen Rhodes (sous-ministre de l'Énergie, du Développement du Nord et des Mines de l'Ontario) et Ken Hartwick (directeur général de l'Ontario Power Generation). Fournir toutes les présentations, la documentation partagée avec le Ministère pendant la séance d’information et les rapports.",DP (Disclosed in part / Communication partielle),21,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00132,2022,4,Docket 184883: Meeting between Alberta and Deputy Ministers.,Dossier 184883: Rencontre entre l’Alberta et les sous-ministres.,DP (Disclosed in part / Communication partielle),165,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00132,2022,4,Docket 184883: Meeting between Alberta and Deputy Ministers.,Dossier 184883: Rencontre entre l’Alberta et les sous-ministres.,DP (Disclosed in part / Communication partielle),9,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00250,2022,4,Docket 186975: Update on Resource Sector Response to COVID-19 (Work Camps) and Support for Tree Planting.,Dossier 186975: Mise à jour sur la réponse du secteur des ressources à la COVID-19 (camps de travail) et le soutien à la plantation d'arbres.,EC (All excluded / Exclusion totale),99,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00250,2022,4,Docket 186975: Update on Resource Sector Response to COVID-19 (Work Camps) and Support for Tree Planting.,Dossier 186975: Mise à jour sur la réponse du secteur des ressources à la COVID-19 (camps de travail) et le soutien à la plantation d'arbres.,EC (All excluded / Exclusion totale),0,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00302,2022,4,Docket 186145: Impacts of the Clean Fuel Standard on Natural Resource Sectors.,Dossier 186145: Impacts de la Norme sur les combustibles propres sur les secteurs des ressources naturelles.,EC (All excluded / Exclusion totale),91,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00302,2022,4,Docket 186145: Impacts of the Clean Fuel Standard on Natural Resource Sectors.,Dossier 186145: Impacts de la Norme sur les combustibles propres sur les secteurs des ressources naturelles.,EC (All excluded / Exclusion totale),0,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00336,2022,4,"Docket 186145: Impacts of the Clean Fuel Standard on Natural Resource Sectors and include any additional reports, documents or records referenced in the docket.","Dossier 186145: Impacts de la Norme sur les combustibles propres sur les secteurs des ressources naturelles et inclure tout rapport, document ou document supplémentaire mentionné dans le dossier.",EC (All excluded / Exclusion totale),116,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2020-00336,2022,4,"Docket 186145: Impacts of the Clean Fuel Standard on Natural Resource Sectors and include any additional reports, documents or records referenced in the docket.","Dossier 186145: Impacts de la Norme sur les combustibles propres sur les secteurs des ressources naturelles et inclure tout rapport, document ou document supplémentaire mentionné dans le dossier.",EC (All excluded / Exclusion totale),0,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00336,2022,4,"Docket 192948: Deputy Minister Meeting with Ms. Rumina Velshi, President and Chief Executive Officer, Canadian Nuclear Safety Commission.","Dossier 192948: Réunion du sous-ministre avec madame Rumina Velshi, présidente et première dirigeante de la ommission canadienne de sûreté nucléaire.",DP (Disclosed in part / Communication partielle),136,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00336,2022,4,"Docket 192948: Deputy Minister Meeting with Ms. Rumina Velshi, President and Chief Executive Officer, Canadian Nuclear Safety Commission.","Dossier 192948: Réunion du sous-ministre avec madame Rumina Velshi, présidente et première dirigeante de la ommission canadienne de sûreté nucléaire.",DP (Disclosed in part / Communication partielle),12,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00412,2022,4,"Documents that mention, make reference to, or are titled as ""working level meetings"" between the Pembina Institute and Natural Resources Canada on: neb modernization, Bill c 69, c 48, clean fuel standard, emissions cap, methane, output based pricing system. From 2015-2021.","Les documents citant, invoquant ou étant intitulés « réunion de travail » entre l’Institut Pembina et Ressources naturelles Canada sur : la modernisation de la REC, les projets de loi C-69, C-48, la Norme sur les combustibles propres, le plafond d’émissions, le méthane, le système de tarification fondé sur le rendement. De 2015 à 2021.",DP (Disclosed in part / Communication partielle),68,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00412,2022,4,"Documents that mention, make reference to, or are titled as ""working level meetings"" between the Pembina Institute and Natural Resources Canada on: neb modernization, Bill c 69, c 48, clean fuel standard, emissions cap, methane, output based pricing system. From 2015-2021.","Les documents citant, invoquant ou étant intitulés « réunion de travail » entre l’Institut Pembina et Ressources naturelles Canada sur : la modernisation de la REC, les projets de loi C-69, C-48, la Norme sur les combustibles propres, le plafond d’émissions, le méthane, le système de tarification fondé sur le rendement. De 2015 à 2021.",DP (Disclosed in part / Communication partielle),63,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00470,2022,4,Docket 193460: 2021 Canadian Council of Forest Ministers Meetings - Overview and Materials.,Dossier 193460: Réunion du conseil canadien des ministres des forêts 2021 – Présentation et documents.,DP (Disclosed in part / Communication partielle),6,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00470,2022,4,Docket 193460: 2021 Canadian Council of Forest Ministers Meetings - Overview and Materials.,Dossier 193460: Réunion du conseil canadien des ministres des forêts 2021 – Présentation et documents.,DP (Disclosed in part / Communication partielle),79,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00494,2022,4,Docket 193402: DM Meeting with Green Budget Coalition.,Dossier 193402: Réunion du SM avec la coalition du budget vert.,DP (Disclosed in part / Communication partielle),7,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00494,2022,4,Docket 193402: DM Meeting with Green Budget Coalition.,Dossier 193402: Réunion du SM avec la coalition du budget vert.,DP (Disclosed in part / Communication partielle),136,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00498,2022,4,Docket 193402: DM Meeting with Green Budget Coalition.,Dossier 193402: Réunion du SM avec la coalition du budget vert.,DP (Disclosed in part / Communication partielle),4,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00498,2022,4,Docket 193402: DM Meeting with Green Budget Coalition.,Dossier 193402: Réunion du SM avec la coalition du budget vert.,DP (Disclosed in part / Communication partielle),136,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00508,2022,4,Docket 193402: DM Meeting with Green Budget Coalition.,Dossier 193402: Réunion du SM avec la coalition du budget vert.,DP (Disclosed in part / Communication partielle),6,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00508,2022,4,Docket 193402: DM Meeting with Green Budget Coalition.,Dossier 193402: Réunion du SM avec la coalition du budget vert.,DP (Disclosed in part / Communication partielle),136,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00552,2022,4,Docket 193436: Concerns About Canada's Approach to Forest Carbon Quantification and Accounting.,Dossier 193436: Publication du rapport : Préoccupations au sujet de l’approche du Canada à la quantification et à la comptabilisation du carbone forestier.,DA (All disclosed / Communication totale),63,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00552,2022,4,Docket 193436: Concerns About Canada's Approach to Forest Carbon Quantification and Accounting.,Dossier 193436: Publication du rapport : Préoccupations au sujet de l’approche du Canada à la quantification et à la comptabilisation du carbone forestier.,DA (All disclosed / Communication totale),68,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00582,2022,4,Docket 194280: The Emissions Reduction Fund.,Dossier 194280: Le Fonds de réduction des émissions.,DP (Disclosed in part / Communication partielle),119,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00582,2022,4,Docket 194280: The Emissions Reduction Fund.,Dossier 194280: Le Fonds de réduction des émissions.,DP (Disclosed in part / Communication partielle),6,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00597,2022,4,"Copies of all correspondence with the Ontario Ministry of Northern Development, Mines, Natural Resources and Forestry that references the Ring of Fire, dated from December 11, 2021 to March 14, 2022.","Les copies de l’ensemble de la correspondance avec le ministre du Développement du Nord, des Mines, des Richesses naturelles et des Forêts faisant référence au cercle de feu, en date du 11 décembre 2021 au 14 mars 2022.",DA (All disclosed / Communication totale),79,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2021-00597,2022,4,"Copies of all correspondence with the Ontario Ministry of Northern Development, Mines, Natural Resources and Forestry that references the Ring of Fire, dated from December 11, 2021 to March 14, 2022.","Les copies de l’ensemble de la correspondance avec le ministre du Développement du Nord, des Mines, des Richesses naturelles et des Forêts faisant référence au cercle de feu, en date du 11 décembre 2021 au 14 mars 2022.",DA (All disclosed / Communication totale),18,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2022-00004,2022,4,Docket 195349: Safe Space Session on the Impacts of the Freedom Convoy Protests.,Dossier 195349: Séance d’espace sûr à propos des répercussions des manifestations du convoi de la liberté.,DP (Disclosed in part / Communication partielle),136,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
nrcan-rncan,A-2022-00004,2022,4,Docket 195349: Safe Space Session on the Impacts of the Freedom Convoy Protests.,Dossier 195349: Séance d’espace sûr à propos des répercussions des manifestations du convoi de la liberté.,DP (Disclosed in part / Communication partielle),6,NA,NA,105,Natural Resources Canada | Ressources naturelles Canada,NA
