owner_org,request_number,year,month,summary_en,summary_fr,disposition,pages,comments_en,comments_fr,umd_number,owner_org_title
cer-rec,A-2021-00012,2021,9,"Briefing material titled: Ethical Issue for CEO’s Attention: Past Breach 2021-06-02, Ref # 1346140, Organization: Canada Energy Regulator, Sector: Associate General Counsel, Chair of Ethics Committee, Addressee: Deputy head (including a person appointed to a position of an equivalent rank), Ethical Issue for CEO’s Attention: Past Breach","Document d’information intitulé « Question d’éthique à l’attention de la PDG : Manquement antérieur » daté du 2 juin 2021, réf. 1346140, organisation : Régie de l’énergie du Canada, secteur – Avocat général associé et président du comité d’éthique, destinataire : administrateur général (y compris une personne nommée à un poste de niveau équivalent).",DP (Disclosed in part / Communication partielle),2,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00012,2021,9,"Briefing material titled: Ethical Issue for CEO’s Attention: Past Breach 2021-06-02, Ref # 1346140, Organization: Canada Energy Regulator, Sector: Associate General Counsel, Chair of Ethics Committee, Addressee: Deputy head (including a person appointed to a position of an equivalent rank), Ethical Issue for CEO’s Attention: Past Breach","Document d’information intitulé « Question d’éthique à l’attention de la PDG : Manquement antérieur » daté du 2 juin 2021, réf. 1346140, organisation : Régie de l’énergie du Canada, secteur – Avocat général associé et président du comité d’éthique, destinataire : administrateur général (y compris une personne nommée à un poste de niveau équivalent).",DP (Disclosed in part / Communication partielle),2,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00013,2021,9,Please provide: “Ethical Issue for CEO’s Attention: Past Breach” It is dated 2021-06-02 Ref# 1246140,"Veuillez fournir le document intitulé « Question d’éthique à l’attention de la PDG : Manquement antérieur » daté du 2 juin 2021, réf. 1246140.",DP (Disclosed in part / Communication partielle),2,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00013,2021,9,Please provide: “Ethical Issue for CEO’s Attention: Past Breach” It is dated 2021-06-02 Ref# 1246140,"Veuillez fournir le document intitulé « Question d’éthique à l’attention de la PDG : Manquement antérieur » daté du 2 juin 2021, réf. 1246140.",DP (Disclosed in part / Communication partielle),2,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00014,2021,9,Please provide “Opportunity to Amend CER Raison d’etre” It is dated 2021-06-22 Ref # 1350373,"Veuillez fournir le document intitulé « Possibilité de modifier la raison d’être de la Régie » daté du 22 juin 2021, réf. 1350373.",DP (Disclosed in part / Communication partielle),24,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00014,2021,9,Please provide “Opportunity to Amend CER Raison d’etre” It is dated 2021-06-22 Ref # 1350373,"Veuillez fournir le document intitulé « Possibilité de modifier la raison d’être de la Régie » daté du 22 juin 2021, réf. 1350373.",DP (Disclosed in part / Communication partielle),24,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00015,2021,9,Please provide “CEO Monthly Meeting with Trans Mountain Corporation – 25 June 2021” It is dated 2021-06-24. Ref # 1346972,"Veuillez fournir le document intitulé « Réunion mensuelle de la PDG avec Trans Mountain Corporation – 25 juin 2021 » daté du 25 juin 2021, réf. 1346972.",DA (All disclosed / Communication totale),1,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00015,2021,9,Please provide “CEO Monthly Meeting with Trans Mountain Corporation – 25 June 2021” It is dated 2021-06-24. Ref # 1346972,"Veuillez fournir le document intitulé « Réunion mensuelle de la PDG avec Trans Mountain Corporation – 25 juin 2021 » daté du 25 juin 2021, réf. 1346972.",DA (All disclosed / Communication totale),1,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00016,2021,9,Provide the following briefing document: 1346140 Ethical Issue for CEO’s Attention: Past Breach.,Veuillez fournir le document d’information 1346140 intitulé « Question d’éthique à l’attention de la PDG : Manquement antérieur ».,DP (Disclosed in part / Communication partielle),2,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00016,2021,9,Provide the following briefing document: 1346140 Ethical Issue for CEO’s Attention: Past Breach.,Veuillez fournir le document d’information 1346140 intitulé « Question d’éthique à l’attention de la PDG : Manquement antérieur ».,DP (Disclosed in part / Communication partielle),2,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00017,2021,11,Provide the following briefing documents: 1358866 Bi-annual Meeting with the Canadian Energy Pipeline Association (CEPA) – 11 August 2021 1357964 CEO Quarterly Meeting with TC Energy – 4 August 2021 1352288 Briefing Note for CEO and two Commissioners and re: Background information on CER electricity oversight and CER engagement in North American electricity reliability framework 1356919 CEO Monthly Meeting with Trans Mountain Corporation – 29 July 2021 1357807 Upcoming release of CER- and NRCan-funded report on propane supply chain resilience in Canada 1350645 CEO Quarterly Meeting with the BC Oil and Gas Commission – 29 June 2021 1349011 CEO Meeting with Trans-Northern Pipelines Inc. (TNPI) – 21 June 2021 1350094 A Plan to Improve Accounts Receivable Collection Provide disclosure on an interim basis of each briefing note as it is finalized. Please provide the records digitally (via email or Canada Post epost if possible),"Veuillez fournir les documents d’information suivants : 1358866 Réunion semestrielle avec l’Association canadienne de pipelines d’énergie – 11 août 2021; 1357964 Réunion trimestrielle de la PDG avec TC Énergie – 4 août 2021; 1352288 Note d’information à l’intention de la PDG et de deux commissaires et concernant les renseignements généraux sur la surveillance de l’électricité et la participation de la Régie au cadre de fiabilité électrique en Amérique du Nord; 1356919 Réunion mensuelle de la PDG avec Trans Mountain Corporation – 29 juillet 2021; 1357807 Publication à venir d’un rapport de la Régie et de RNCan sur la résilience de la chaîne d’approvisionnement en propane au Canada; 1350645 Réunion trimestrielle de la PDG avec la BC Oil and Gas Commission – 29 juin 2021; 1349011 Réunion de la PDG avec Pipelines Trans-Nord Inc. – 21 juin 2021; 1350094 Plan pour améliorer le recouvrement des créances. Fournir chaque note d’information au fur et à mesure qu’elle est finalisée. Veuillez fournir les documents par voie électronique (par courriel ou au moyen du service epost de Postes Canada, si possible).",DP (Disclosed in part / Communication partielle),29,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00017,2021,11,Provide the following briefing documents: 1358866 Bi-annual Meeting with the Canadian Energy Pipeline Association (CEPA) – 11 August 2021 1357964 CEO Quarterly Meeting with TC Energy – 4 August 2021 1352288 Briefing Note for CEO and two Commissioners and re: Background information on CER electricity oversight and CER engagement in North American electricity reliability framework 1356919 CEO Monthly Meeting with Trans Mountain Corporation – 29 July 2021 1357807 Upcoming release of CER- and NRCan-funded report on propane supply chain resilience in Canada 1350645 CEO Quarterly Meeting with the BC Oil and Gas Commission – 29 June 2021 1349011 CEO Meeting with Trans-Northern Pipelines Inc. (TNPI) – 21 June 2021 1350094 A Plan to Improve Accounts Receivable Collection Provide disclosure on an interim basis of each briefing note as it is finalized. Please provide the records digitally (via email or Canada Post epost if possible),"Veuillez fournir les documents d’information suivants : 1358866 Réunion semestrielle avec l’Association canadienne de pipelines d’énergie – 11 août 2021; 1357964 Réunion trimestrielle de la PDG avec TC Énergie – 4 août 2021; 1352288 Note d’information à l’intention de la PDG et de deux commissaires et concernant les renseignements généraux sur la surveillance de l’électricité et la participation de la Régie au cadre de fiabilité électrique en Amérique du Nord; 1356919 Réunion mensuelle de la PDG avec Trans Mountain Corporation – 29 juillet 2021; 1357807 Publication à venir d’un rapport de la Régie et de RNCan sur la résilience de la chaîne d’approvisionnement en propane au Canada; 1350645 Réunion trimestrielle de la PDG avec la BC Oil and Gas Commission – 29 juin 2021; 1349011 Réunion de la PDG avec Pipelines Trans-Nord Inc. – 21 juin 2021; 1350094 Plan pour améliorer le recouvrement des créances. Fournir chaque note d’information au fur et à mesure qu’elle est finalisée. Veuillez fournir les documents par voie électronique (par courriel ou au moyen du service epost de Postes Canada, si possible).",DP (Disclosed in part / Communication partielle),29,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00022,2021,11,"""Hi, I am looking to obtain a list of CER regulated oil and gas wells (both onshore and offshore) that have ever existed. These would be wells that are outside of provincial jurisdiction. Information that I am looking for include: coordinates/address, operator, well name, well ID No./UWI, status, classification, well depth, spud and release date. If the information is available as an excel file that would be best.”","« Bonjour, j’aimerais obtenir une liste de tous les puits de pétrole et de gaz réglementés par la Régie (terrestres et extracôtiers) qui ont existé, plus particulièrement des puits qui ne relèvent pas de la compétence provinciale. Les renseignements que je cherche sont les suivants : coordonnées/adresse, exploitant, nom du puits, no d’identification du puits/identificateur unique de puits, état, classification, profondeur du puits, date de démarrage du forage et de libération. Si l’information est disponible en format Excel, ce serait l’idéal. »",DA (All disclosed / Communication totale),138,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-00022,2021,11,"""Hi, I am looking to obtain a list of CER regulated oil and gas wells (both onshore and offshore) that have ever existed. These would be wells that are outside of provincial jurisdiction. Information that I am looking for include: coordinates/address, operator, well name, well ID No./UWI, status, classification, well depth, spud and release date. If the information is available as an excel file that would be best.”","« Bonjour, j’aimerais obtenir une liste de tous les puits de pétrole et de gaz réglementés par la Régie (terrestres et extracôtiers) qui ont existé, plus particulièrement des puits qui ne relèvent pas de la compétence provinciale. Les renseignements que je cherche sont les suivants : coordonnées/adresse, exploitant, nom du puits, no d’identification du puits/identificateur unique de puits, état, classification, profondeur du puits, date de démarrage du forage et de libération. Si l’information est disponible en format Excel, ce serait l’idéal. »",DA (All disclosed / Communication totale),138,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-001,2021,4,Provide the following briefing documents: Regulatory Responsibilities of Offshore Renewable Energy Projects.,Fournir les documents d’information suivants : responsabilités de nature réglementaire à l’égard des projets d’énergie renouvelable extracôtière.,DA (All disclosed / Communication totale),5,NA,NA,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cer-rec,A-2021-001,2021,4,Provide the following briefing documents: Regulatory Responsibilities of Offshore Renewable Energy Projects.,Fournir les documents d’information suivants : responsabilités de nature réglementaire à l’égard des projets d’énergie renouvelable extracôtière.,DA (All disclosed / Communication totale),5,No,Non,38,Canada Energy Regulator | La Régie de l’énergie du Canada
cgc-ccg,A3-2019-00003,2019,10,"Please provide a copy of these 2019 CGC notes: Ref # EX-HB-52293, Ref # EX-HB-52532, Ref # EX-HB-52592, Ref # EX-HB-52594, Ref # EX-HB-52595, Ref # EX-HB-52686, Ref # EX-HB-52675, Ref # EX-HB-52676","Veuillez fournir une copie de ces notes de la CCG datant de 2019 : numéros de référence EX-HB-52293, EX-HB-52532, EX-HB-52592, EX-HB-52594, EX-HB-52595, EX-HB-52686, EX-HB-52675, et EX-HB-52676.",DP (Disclosed in part / Communication partielle),28,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2019-00003,2019,10,"Please provide a copy of these 2019 CGC notes: Ref # EX-HB-52293, Ref # EX-HB-52532, Ref # EX-HB-52592, Ref # EX-HB-52594, Ref # EX-HB-52595, Ref # EX-HB-52686, Ref # EX-HB-52675, Ref # EX-HB-52676","Veuillez fournir une copie de ces notes de la CCG datant de 2019 : numéros de référence EX-HB-52293, EX-HB-52532, EX-HB-52592, EX-HB-52594, EX-HB-52595, EX-HB-52686, EX-HB-52675, et EX-HB-52676.",NA,28,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2019-00006,2020,1,What percentage of employees of the Commission worked at least some overtime in each of the fiscal years 2017-2018 and 2018-2019,Quel pourcentage des employés de la Commission ont fait des heures supplémentaires pendant chacun des exercices 2017-2018 et 2018-2019?,DA (All disclosed / Communication totale),0,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2019-00006,2020,1,What percentage of employees of the Commission worked at least some overtime in each of the fiscal years 2017-2018 and 2018-2019,Quel pourcentage des employés de la Commission ont fait des heures supplémentaires pendant chacun des exercices 2017-2018 et 2018-2019?,NA,1,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2019-00007,2020,2,"Please provide the total amounts spent on advertising for budget year 2018-2019 on a month to month basis, separating for production and media placement costs","Veuillez fournir les dépenses totales en publicité pour l’année budgétaire 2018-2019, sur une base mensuelle, en séparant les coûts de production et les coûts de placement médiatique.",DA (All disclosed / Communication totale),0,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2019-00007,2020,2,"Please provide the total amounts spent on advertising for budget year 2018-2019 on a month to month basis, separating for production and media placement costs","Veuillez fournir les dépenses totales en publicité pour l’année budgétaire 2018-2019, sur une base mensuelle, en séparant les coûts de production et les coûts de placement médiatique.",NA,1,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2019-00008,2020,2,"Please provide the list of advertising purchases (titles, purpose of advertising, vendor) purchased by the department for budget year 2018-2019 on a month to month basis","Veuillez fournir la liste des achats publicitaires (titres, but de l’annonce, fournisseur) effectués par le Ministère pour l’année budgétaire 2018-2019, sur une base mensuelle.",DA (All disclosed / Communication totale),0,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2019-00008,2020,2,"Please provide the list of advertising purchases (titles, purpose of advertising, vendor) purchased by the department for budget year 2018-2019 on a month to month basis","Veuillez fournir la liste des achats publicitaires (titres, but de l’annonce, fournisseur) effectués par le Ministère pour l’année budgétaire 2018-2019, sur une base mensuelle.",NA,3,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2020-00001,2020,7,"""All final contracts and accompanying final briefing materials if applicable for ARTOPEX INC. with contract dates 2019-02-08 (amount: $24,026.10), 2019-02-08 (amount: $24,862.63), and FCA CANADA INC with contract dates 2016-05-19 (amount: $24, 253.42), 2016-05-19 (amount: $24,674.78) and 2016-05-19 (amount: $24,253.42). Please exclude Cabinet Confidences.""","Veuillez fournir tous les marchés définitifs et les documents d’information définitifs qui les accompagnent, le cas échéant, pour ARTOPEX INC. pour les dates de marché suivantes : 08-02-2019 (montant : 24 026,10 $), 08-02-2019 (montant : 24 862,63 $), ainsi que pour FCA CANADA INC pour les dates de marché suivantes : 19-05-2016 (montant : 24 253,42 $), 19-05-2016 (montant : 24 674,78 $) et 19-05-2016 (montant : 24 253,42 $). Veuillez exclure les documents confidentiels du Cabinet.",DP (Disclosed in part / Communication partielle),1,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2020-00001,2020,7,"""All final contracts and accompanying final briefing materials if applicable for ARTOPEX INC. with contract dates 2019-02-08 (amount: $24,026.10), 2019-02-08 (amount: $24,862.63), and FCA CANADA INC with contract dates 2016-05-19 (amount: $24, 253.42), 2016-05-19 (amount: $24,674.78) and 2016-05-19 (amount: $24,253.42). Please exclude Cabinet Confidences.""","Veuillez fournir tous les marchés définitifs et les documents d’information définitifs qui les accompagnent, le cas échéant, pour ARTOPEX INC. pour les dates de marché suivantes : 08-02-2019 (montant : 24 026,10 $), 08-02-2019 (montant : 24 862,63 $), ainsi que pour FCA CANADA INC pour les dates de marché suivantes : 19-05-2016 (montant : 24 253,42 $), 19-05-2016 (montant : 24 674,78 $) et 19-05-2016 (montant : 24 253,42 $). Veuillez exclure les documents confidentiels du Cabinet.",NA,1,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2020-00002,2020,8,"""Please provide the total number of senior management employees approved for private language lessons not less than five years away from their retirement date from their acting or substantive roles, from 2015-01-01 to 2020-08-26. Provide in spreadsheet format. Search through electronic records only, unless data is not available in that format. Exclude cabinet confidences. Remove French versions of records if English ones exist. Provide the final version of documents or last draft if the final version is not available.""","Veuillez fournir le nombre total de cadre supérieurs pour lesquels des cours de langue privés pas moins de cinq ans avant la date de leur départ à la retraite de leur poste intérimaire ou poste d’attache, du 01-01-2015 au 26-08-2020. Fournissez les données dans une feuille de calcul. Limitez la recherche aux documents électroniques, à moins que les données ne soient pas accessibles dans ce format. Veuillez exclure les documents confidentiels du Cabinet. Retirez les versions françaises des documents lorsqu’il existe des versions anglaises. Fournissez la version finale des documents, ou la dernière ébauche si la version finale n’est pas disponible.",DA (All disclosed / Communication totale),0,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2020-00002,2020,8,"""Please provide the total number of senior management employees approved for private language lessons not less than five years away from their retirement date from their acting or substantive roles, from 2015-01-01 to 2020-08-26. Provide in spreadsheet format. Search through electronic records only, unless data is not available in that format. Exclude cabinet confidences. Remove French versions of records if English ones exist. Provide the final version of documents or last draft if the final version is not available.""","Veuillez fournir le nombre total de cadre supérieurs pour lesquels des cours de langue privés pas moins de cinq ans avant la date de leur départ à la retraite de leur poste intérimaire ou poste d’attache, du 01-01-2015 au 26-08-2020. Fournissez les données dans une feuille de calcul. Limitez la recherche aux documents électroniques, à moins que les données ne soient pas accessibles dans ce format. Veuillez exclure les documents confidentiels du Cabinet. Retirez les versions françaises des documents lorsqu’il existe des versions anglaises. Fournissez la version finale des documents, ou la dernière ébauche si la version finale n’est pas disponible.",NA,NA,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2020-00003,2020,8,"Please provide the total annual dollar amounts spent on special work arrangements where employees were approved for a leave with pay immediately after being granted their contract term extensions, either in their acting or in their substantive roles, from 2015-01-01 to 2020-08-26. Provide in spreadsheet format. Search through electronic records only, unless data is not available in that format. Exclude cabinet confidences. Remove French versions of records if English ones exist. Provide the final version of documents or last draft if the final version is not available","Veuillez fournir les montants annuels totaux en dollars engagés pour des modalités de travail spéciales dans le cadre desquelles un congé payé a été accordé à des employés immédiatement après la prolongation de leur contrat à durée déterminée, dans leur poste intérimaire ou leur poste d’attache, du 01-01-2015 au 26-08-2020. Fournissez les données dans une feuille de calcul. Limitez la recherche aux documents électroniques, à moins que les données ne soient pas accessibles dans ce format. Veuillez exclure les documents confidentiels du Cabinet. Retirez les versions françaises des documents lorsqu’il existe des versions anglaises. Fournissez la version finale des documents, ou la dernière ébauche si la version finale n’est pas disponible.",DA (All disclosed / Communication totale),0,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2020-00003,2020,8,"Please provide the total annual dollar amounts spent on special work arrangements where employees were approved for a leave with pay immediately after being granted their contract term extensions, either in their acting or in their substantive roles, from 2015-01-01 to 2020-08-26. Provide in spreadsheet format. Search through electronic records only, unless data is not available in that format. Exclude cabinet confidences. Remove French versions of records if English ones exist. Provide the final version of documents or last draft if the final version is not available","Veuillez fournir les montants annuels totaux en dollars engagés pour des modalités de travail spéciales dans le cadre desquelles un congé payé a été accordé à des employés immédiatement après la prolongation de leur contrat à durée déterminée, dans leur poste intérimaire ou leur poste d’attache, du 01-01-2015 au 26-08-2020. Fournissez les données dans une feuille de calcul. Limitez la recherche aux documents électroniques, à moins que les données ne soient pas accessibles dans ce format. Veuillez exclure les documents confidentiels du Cabinet. Retirez les versions françaises des documents lorsqu’il existe des versions anglaises. Fournissez la version finale des documents, ou la dernière ébauche si la version finale n’est pas disponible.",NA,NA,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2020-00005,2020,9,"Please provide in spreadsheet form the total amount of expenses incurred between March 1st 2020 and the date on which this request is received detailing all expenses with the 2020/2021 object codes 1231, 1246, and 0533. Provide a breakdown of expenses incurred and for each expense, provide the name of the service provider/contractor, a description of the product or service rendered, the date, and the total amount of the expense. When this data does not exist in the aforementioned format, provide the entirety of records (including receipts, purchase orders, and service contracts) pertaining to the expense. Search through electronic records only, unless data is not available in that format. Exclude cabinet confidences. Remove French versions of records if English ones exist. Provide the final version of documents or last draft if the final version is not available","Veuillez fournir dans une feuille de calcul le montant total des dépenses engagées du 1er mars 2020 à la date à laquelle la présente demande a été reçue, en détaillant les dépenses associées aux codes d’articles 1231, 1246 et 0533 pour l’exercice 2020-2021. Fournissez une ventilation des dépenses engagées et, pour chacune des dépenses, fournissez le nom du fournisseur de service ou de l’entrepreneur, une description du produit ou service fourni, la date et le montant total des dépenses. Lorsque ces données n’existent pas dans le format susmentionné, fournissez l’ensemble des documents (y compris les reçus, bons de commande et marchés de services) relatifs aux dépenses. Limitez la recherche aux documents électroniques, à moins que les données ne soient pas accessibles dans ce format. Veuillez exclure les documents confidentiels du Cabinet. Retirez les versions françaises des documents lorsqu’il existe des versions anglaises. Fournissez la version finale des documents, ou la dernière ébauche si la version finale n’est pas disponible.",DA (All disclosed / Communication totale),0,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
cgc-ccg,A3-2020-00005,2020,9,"Please provide in spreadsheet form the total amount of expenses incurred between March 1st 2020 and the date on which this request is received detailing all expenses with the 2020/2021 object codes 1231, 1246, and 0533. Provide a breakdown of expenses incurred and for each expense, provide the name of the service provider/contractor, a description of the product or service rendered, the date, and the total amount of the expense. When this data does not exist in the aforementioned format, provide the entirety of records (including receipts, purchase orders, and service contracts) pertaining to the expense. Search through electronic records only, unless data is not available in that format. Exclude cabinet confidences. Remove French versions of records if English ones exist. Provide the final version of documents or last draft if the final version is not available","Veuillez fournir dans une feuille de calcul le montant total des dépenses engagées du 1er mars 2020 à la date à laquelle la présente demande a été reçue, en détaillant les dépenses associées aux codes d’articles 1231, 1246 et 0533 pour l’exercice 2020-2021. Fournissez une ventilation des dépenses engagées et, pour chacune des dépenses, fournissez le nom du fournisseur de service ou de l’entrepreneur, une description du produit ou service fourni, la date et le montant total des dépenses. Lorsque ces données n’existent pas dans le format susmentionné, fournissez l’ensemble des documents (y compris les reçus, bons de commande et marchés de services) relatifs aux dépenses. Limitez la recherche aux documents électroniques, à moins que les données ne soient pas accessibles dans ce format. Veuillez exclure les documents confidentiels du Cabinet. Retirez les versions françaises des documents lorsqu’il existe des versions anglaises. Fournissez la version finale des documents, ou la dernière ébauche si la version finale n’est pas disponible.",NA,NA,NA,NA,17,Canadian Grain Commission | Commission canadienne des grains
chrc-ccdp,A-2019-00021,2019,12,"Request for communications between S Beaty and CHRC staff concerning environmental sensitivities between 1988 and 1993 Election, including communications with Max Yalden's office and with provincial human rights commissions.","Demande pour les communications entre S Beaty et le personnel de la CCDP concernant les sensibilités environnementales entre l'élection de 1988 et 1993, y compris les communications avec le bureau de Max Yalden et avec les commissions provinciales des droits de la personne.",NE (No records exist / Aucun document n’existe),0,NA,NA,55,Canadian Human Rights Commission | Commission canadienne des droits de la personne
chrc-ccdp,A-2019-00021,2019,12,"Request for communications between S Beaty and CHRC staff concerning environmental sensitivities between 1988 and 1993 Election, including communications with Max Yalden's office and with provincial human rights commissions.","Demande pour les communications entre S Beaty et le personnel de la CCDP concernant les sensibilités environnementales entre l'élection de 1988 et 1993, y compris les communications avec le bureau de Max Yalden et avec les commissions provinciales des droits de la personne.",nothing to report / rien à signaler,0,NA,NA,55,Canadian Human Rights Commission | Commission canadienne des droits de la personne
chrc-ccdp,A-2020-00009,2020,8,"Request for all e-mails and briefing materials from or to the Chief Audit Executive regarding contract policy, government contract regulations and sole sourcing contracts, including any communication pertaining to and subsection within section 6 of Government Contracts Regulations (SOR/87-402). The request covers any of the above-mentioned materials distributed/sent/received between January 1st, 2016 and January 1st, 2020, including final emails, and excluding Cabinet Confidences.","Demande pour tous les courriels et documents d'information envoyés par ou au dirigeant principal de la vérification concernant la politique des contrats, les règlements sur les marchés gouvernementaux et les contrats à fournisseur unique, y compris toute communication relative à l'article 6 du Règlement sur les marchés de l'État (DORS / 87-402). La demande vise tout matériel mentionné ci-dessus distribué / envoyé / reçu entre le 1er janvier 2016 et le 1er janvier 2020, y compris les courriels finaux mais excluant les documents confidentiels du Cabinet.",nil / nul,0,NA,NA,55,Canadian Human Rights Commission | Commission canadienne des droits de la personne
chrc-ccdp,A-2020-00009,2020,9,"Request for all e-mails and briefing materials from or to the Chief Audit Executive regarding contract policy, government contract regulations and sole sourcing contracts, including any communication pertaining to and subsection within section 6 of Government Contracts Regulations (SOR/87-402). The request covers any of the above-mentioned materials distributed/sent/received between January 1st, 2016 and January 1st, 2020, including final emails, and excluding Cabinet Confidences.","Demande pour tous les courriels et documents d'information envoyés par ou au dirigeant principal de la vérification concernant la politique des contrats, les règlements sur les marchés gouvernementaux et les contrats à fournisseur unique, y compris toute communication relative à l'article 6 du Règlement sur les marchés de l'État (DORS / 87-402). La demande vise tout matériel mentionné ci-dessus distribué / envoyé / reçu entre le 1er janvier 2016 et le 1er janvier 2020, y compris les courriels finaux mais excluant les documents confidentiels du Cabinet.",NE (No records exist / Aucun document n’existe),0,NA,NA,55,Canadian Human Rights Commission | Commission canadienne des droits de la personne
chrc-ccdp,A-2020-00022,2020,11,Request for any work from home policies for employees of the CHRC that were put in place due to the COVID-19 pandemic.,Demande pour toute politique relative au travail à domicile pour les employés de la CCDP qui a été mise en place en raison de la pandémie du COVID-19.,NE (No records exist / Aucun document n’existe),0,NA,NA,55,Canadian Human Rights Commission | Commission canadienne des droits de la personne
chrc-ccdp,A-2020-00022,2020,11,Request for any work from home policies for employees of the CHRC that were put in place due to the COVID-19 pandemic.,Demande pour toute politique relative au travail à domicile pour les employés de la CCDP qui a été mise en place en raison de la pandémie du COVID-19.,nil / nul,0,NA,NA,55,Canadian Human Rights Commission | Commission canadienne des droits de la personne
cib-bic,A-2021-011,2021,1,"Please provide the gathered records that went into summarizing the yearly totals for category of “Administration” at the Canada Infrastructure Bank from April 1st, 2018 to March 31st 2020, as outlined in Sessional Paper No. 8555-432-139, tabled on Dec. 4, 2020 in the House of Commons. Provide them separately for each budget year outlined in the paper, if possible.","Veuillez fournir les documents rassemblés qui ont servi à résumer les totaux annuels pour la catégorie ""Administration"" à la Banque de l'infrastructure du Canada du 1er avril 2018 au 31 mars 2020, comme indiqué dans le document parlementaire n° 8555-432-139, déposé le 4 décembre 2020 à la Chambre des communes. Veuillez les fournir séparément pour chaque exercice financier décrit dans le document, si possible.",DP (Disclosed in part / Communication partielle),0,NA,NA,358,Canada Infrastructure Bank | La Banque de l’infrastructure du Canada
cib-bic,A-2021-011,2021,1,"Please provide the gathered records that went into summarizing the yearly totals for category of “Administration” at the Canada Infrastructure Bank from April 1st, 2018 to March 31st 2020, as outlined in Sessional Paper No. 8555-432-139, tabled on Dec. 4, 2020 in the House of Commons. Provide them separately for each budget year outlined in the paper, if possible.","Veuillez fournir les documents rassemblés qui ont servi à résumer les totaux annuels pour la catégorie ""Administration"" à la Banque de l'infrastructure du Canada du 1er avril 2018 au 31 mars 2020, comme indiqué dans le document parlementaire n° 8555-432-139, déposé le 4 décembre 2020 à la Chambre des communes. Veuillez les fournir séparément pour chaque exercice financier décrit dans le document, si possible.",DP (Disclosed in part / Communication partielle),NA,NA,NA,358,Canada Infrastructure Bank | La Banque de l’infrastructure du Canada
cib-bic,A-2021-012,2021,1,"Please provide the gathered records that went into summarizing the yearly totals for category of “Communications” at the Canada Infrastructure Bank from April 1st, 2018 to March 31st 2020, as outlined in Sessional Paper No. 8555-432-139, tabled on Dec. 4, 2020 in the House of Commons. Provide them separately for each budget year outlined in the paper, if possible.","Veuillez fournir les documents rassemblés qui ont servi à résumer les totaux annuels pour la catégorie ""Communications"" à la Banque de l'infrastructure du Canada du 1er avril 2018 au 31 mars 2020, comme indiqué dans le document parlementaire n° 8555-432-139, déposé le 4 décembre 2020 à la Chambre des communes. Fournissez-les séparément pour chaque exercice financier décrit dans le document, si possible.",DP (Disclosed in part / Communication partielle),0,NA,NA,358,Canada Infrastructure Bank | La Banque de l’infrastructure du Canada
